device,dtype,n_cond,n_target,dim,compile_s,compiled_ms,eager_powchain_ms,reference_ms,speedup_vs_eager,speedup_vs_reference,breakeven_calls,max_abs_err_vs_eager
cpu,float32,1,250,2,4.469456457999513,0.06735399983881507,0.16766650014687912,0.9730625001793669,2.4893324902473797,14.446989080203164,44555.329039487784,4.76837158203125e-07
cpu,float32,8,250,2,5.131426750000173,0.12935450013173977,0.27127049997943686,1.7068335000658408,2.097109104848801,13.195006732100806,36158.19749363829,9.5367431640625e-07
cpu,float32,8,250,10,5.75202816700039,0.1234165001733345,0.26087500009452924,1.7563749997862033,2.113777329029252,14.231281857121465,41845.561899031636,4.76837158203125e-07
cpu,float64,1,250,2,6.618568708000566,0.14850000025035115,0.2630415001476649,3.657916499832936,1.7713232303313946,24.632434300782343,57783.15033358303,0.0
cpu,float64,8,250,2,2.2279502909996154,0.2175414997509506,0.3027914999620407,3.5399369999140617,1.3918792520447243,16.272467570402476,26134.31419921315,6.938893903907228e-17
