commit,candidate,task,target,seed,config,hardware,dtype,wall_s,peak_mem_mb,score_calls,cond_calls,cond_samples,opt_loss,eval_metric,status
6af2081,A4:relclip_ema0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.779,796,,3168,3168,0.3132,0.5597,diverged=0;success=0.00
6af2081,A4:relclip_ema1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.816,794,,3168,3168,0.2291,0.5305,diverged=0;success=0.00
6af2081,A4:relclip_ema2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.859,791,,3168,3168,0.2061,0.4674,diverged=0;success=0.00
6af2081,A4:sqrt_abs_eps,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.775,752,,3168,3168,0.3415,0.5336,diverged=0;success=0.00
6af2081,A4:sqrt_floor,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.760,754,,3168,3168,0.3256,0.4996,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.796,785,,3168,3168,0.4216,0.4934,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.761,789,,3168,3168,0.3664,0.5673,diverged=0;success=0.00
6af2081,A4:sqrtfloor_relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.892,788,,3168,3168,0.335,0.5612,diverged=0;success=0.00
6af2081,A4:stale2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.406,727,,1600,1600,0.2179,0.6887,diverged=1;success=0.00
6af2081,A4:stale3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.372,730,,1056,1056,0.1625,0.7346,diverged=0;success=0.00
6af2081,A4:trust_ddim0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.831,741,,3168,3168,0.3803,0.4120,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.829,755,,3168,3168,0.3204,0.4340,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.718,788,,3168,3168,0.3216,0.4789,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.837,801,,3168,3168,0.3126,0.4664,diverged=0;success=0.00
6af2081,A4:trust_noise0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.774,754,,3168,3168,0.335,0.5188,diverged=0;success=0.00
6af2081,A4:trust_noise1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.865,741,,3168,3168,0.206,0.4559,diverged=0;success=0.00
6af2081,A4:unit0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.880,761,,3168,3168,0.3206,0.4992,diverged=0;success=0.00
6af2081,A4:unit0.4,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=32;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.804,759,,3168,3168,0.3125,0.5870,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,1.566,731,,1188,1188,0.2643,0.6647,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.513,762,,1188,1188,0.2901,0.6242,diverged=0;success=0.00
6af2081,A4:adapt_agree0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,1.231,730,,396,396,0.4637,0.6730,diverged=0;success=0.00
6af2081,A4:antithetic,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.647,673,,396,396,0.2961,0.6614,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=legacy/restarts=40@0,arm64 cpu,float32,0.670,721,,396,396,0.4038,0.6521,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.590,672,,396,396,0.3365,0.6556,diverged=0;success=0.00
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.660,778,,396,396,0.4434,0.7363,diverged=0;success=0.00
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.695,717,,396,396,0.4238,0.6947,diverged=0;success=0.00
6af2081,A4:crn,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.590,674,,396,396,0.0918,0.6157,diverged=0;success=0.00
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.728,780,,396,396,0.4225,0.6433,diverged=0;success=0.00
6af2081,A4:adapt_agree0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.316,792,,396,396,0.4149,0.6741,diverged=0;success=0.00
6af2081,A4:adapt_agree0.8,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.349,794,,396,396,0.4027,0.7196,diverged=0;success=0.00
6af2081,A4:adapt_improve,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.616,786,,396,396,0.3896,0.6535,diverged=0;success=0.00
6af2081,A4:antithetic,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.702,790,,396,396,0.2171,0.7000,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,0.656,721,,396,396,0.299,0.6606,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.615,776,,396,396,0.2962,0.6207,diverged=0;success=0.00
6af2081,A4:bw_pooled_floor,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.625,695,,396,396,0.2961,0.6374,diverged=0;success=0.00
6af2081,A4:bw_pooled,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.102,790,,396,396,0.3266,0.6566,diverged=0;success=0.00
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.730,774,,396,396,0.6707,0.5284,diverged=0;success=0.00
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.698,775,,396,396,0.6138,0.6688,diverged=0;success=0.00
6af2081,A4:crn,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.621,786,,396,396,0.03834,0.5988,diverged=0;success=0.00
6af2081,A4:norm_only,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.724,774,,396,396,0.3486,0.7417,diverged=0;success=0.00
6af2081,A4:qclip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.729,776,,396,396,0.4957,0.6527,diverged=0;success=0.00
6af2081,A4:qclip0.75,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.713,780,,396,396,0.429,0.6644,diverged=0;success=0.00
6af2081,A4:recur2_next_state_tweedie,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.271,792,,792,792,0.2628,0.7085,diverged=0;success=0.00
6af2081,A4:relclip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.560,789,,396,396,0.6242,0.5731,diverged=0;success=0.00
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.574,791,,396,396,0.4957,0.6527,diverged=0;success=0.00
6af2081,A4:relclip2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.679,780,,396,396,0.3479,0.6701,diverged=0;success=0.00
6af2081,A4:relclip_ema0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.676,781,,396,396,0.6059,0.5818,diverged=0;success=0.00
6af2081,A4:relclip_ema1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.592,789,,396,396,0.4837,0.6084,diverged=0;success=0.00
6af2081,A4:relclip_ema2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.698,790,,396,396,0.394,0.6278,diverged=0;success=0.00
6af2081,A4:sqrt_abs_eps,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.655,700,,396,396,0.2775,0.6461,diverged=0;success=0.00
6af2081,A4:sqrt_floor,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.729,693,,396,396,0.2871,0.6260,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.688,778,,396,396,0.4231,0.5237,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.798,781,,396,396,0.3675,0.6252,diverged=0;success=0.00
6af2081,A4:sqrtfloor_relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.696,778,,396,396,0.3895,0.6012,diverged=0;success=0.00
6af2081,A4:stale2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.368,788,,200,200,0.28,0.6697,diverged=1;success=0.00
6af2081,A4:stale3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.273,788,,132,132,0.2118,0.8038,diverged=4;success=0.00
6af2081,A4:trust_ddim0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.746,780,,396,396,0.6669,0.4418,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.775,782,,396,396,0.6854,0.4758,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.679,781,,396,396,0.6682,0.5154,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.780,793,,396,396,0.6794,0.5137,diverged=0;success=0.00
6af2081,A4:trust_noise0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.627,786,,396,396,0.6767,0.5430,diverged=0;success=0.00
6af2081,A4:trust_noise1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.766,781,,396,396,0.4438,0.6302,diverged=0;success=0.00
6af2081,A4:unit0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.991,777,,396,396,0.6756,0.5260,diverged=0;success=0.00
6af2081,A4:unit0.4,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=4;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.701,777,,396,396,0.6418,0.6437,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=64;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.023,768,,6336,6336,0.2146,0.4643,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,1.584,803,,2376,2376,0.2421,0.5154,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.603,743,,2376,2376,0.2356,0.5230,diverged=0;success=0.00
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.879,814,,2376,2376,0.3295,0.4832,diverged=0;success=0.00
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.543,837,,2376,2376,0.314,0.5681,diverged=0;success=0.00
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.826,844,,2376,2376,0.3125,0.5480,diverged=0;success=0.00
6af2081,A4:adapt_agree0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,1.361,761,,792,792,0.4197,0.6828,diverged=0;success=0.00
6af2081,A4:antithetic,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.748,747,,792,792,0.2844,0.6259,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=legacy/restarts=40@0,arm64 cpu,float32,0.889,788,,792,792,0.3404,0.6567,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.756,751,,792,792,0.3344,0.6314,diverged=0;success=0.00
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.606,767,,792,792,0.4076,0.7024,diverged=0;success=0.00
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.618,751,,792,792,0.3322,0.6539,diverged=0;success=0.00
6af2081,A4:crn,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.696,750,,792,792,0.088,0.6597,diverged=0;success=0.00
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.629,767,,792,792,0.3831,0.6638,diverged=0;success=0.00
6af2081,A4:adapt_agree0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.290,795,,792,792,0.4434,0.7102,diverged=0;success=0.00
6af2081,A4:adapt_agree0.8,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.171,802,,792,792,0.4335,0.7071,diverged=0;success=0.00
6af2081,A4:adapt_improve,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.747,788,,792,792,0.2903,0.7145,diverged=0;success=0.00
6af2081,A4:antithetic,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.684,677,,792,792,0.2768,0.5603,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=legacy/restarts=40@0,arm64 cpu,float32,0.622,789,,792,792,0.3337,0.6932,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.706,760,,792,792,0.3806,0.6151,diverged=0;success=0.00
6af2081,A4:bw_pooled_floor,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.766,749,,792,792,0.2961,0.6845,diverged=0;success=0.00
6af2081,A4:bw_pooled,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.834,755,,792,792,0.3228,0.6909,diverged=0;success=0.00
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.685,786,,792,792,0.5486,0.4927,diverged=0;success=0.00
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.625,757,,792,792,0.4632,0.5629,diverged=0;success=0.00
6af2081,A4:crn,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.659,784,,792,792,0.03043,0.6288,diverged=0;success=0.00
6af2081,A4:norm_only,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.654,755,,792,792,0.2665,0.7520,diverged=0;success=0.00
6af2081,A4:qclip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.720,781,,792,792,0.4263,0.5780,diverged=0;success=0.00
6af2081,A4:qclip0.75,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.719,778,,792,792,0.3829,0.5912,diverged=0;success=0.00
6af2081,A4:recur2_next_state_tweedie,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.236,753,,1584,1584,0.2253,0.6673,diverged=0;success=0.00
6af2081,A4:relclip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.659,785,,792,792,0.53,0.5533,diverged=0;success=0.00
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.587,784,,792,792,0.4263,0.5780,diverged=0;success=0.00
6af2081,A4:relclip2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.676,786,,792,792,0.3983,0.6067,diverged=0;success=0.00
6af2081,A4:relclip_ema0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.682,783,,792,792,0.5341,0.5410,diverged=0;success=0.00
6af2081,A4:relclip_ema1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.627,787,,792,792,0.4063,0.5239,diverged=0;success=0.00
6af2081,A4:relclip_ema2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.698,787,,792,792,0.3742,0.6306,diverged=0;success=0.00
6af2081,A4:sqrt_abs_eps,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.604,749,,792,792,0.3379,0.6479,diverged=0;success=0.00
6af2081,A4:sqrt_floor,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.666,749,,792,792,0.3168,0.6157,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.635,785,,792,792,0.4679,0.4936,diverged=0;success=0.00
6af2081,A4:sqrtfloor_clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.700,786,,792,792,0.3761,0.5796,diverged=0;success=0.00
6af2081,A4:sqrtfloor_relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.664,793,,792,792,0.3868,0.5923,diverged=0;success=0.00
6af2081,A4:stale2,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.398,673,,400,400,0.2153,0.7144,diverged=1;success=0.00
6af2081,A4:stale3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.256,672,,264,264,0.2374,0.7436,diverged=1;success=0.00
6af2081,A4:trust_ddim0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.661,795,,792,792,0.5532,0.4238,diverged=0;success=0.00
6af2081,A4:trust_ddim0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.669,784,,792,792,0.5368,0.4496,diverged=0;success=0.00
6af2081,A4:trust_ddim1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.735,785,,792,792,0.5361,0.4924,diverged=0;success=0.00
6af2081,A4:trust_noise0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.625,793,,792,792,0.5432,0.4702,diverged=0;success=0.00
6af2081,A4:trust_noise0.3,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.641,796,,792,792,0.5439,0.5103,diverged=0;success=0.00
6af2081,A4:trust_noise1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.704,795,,792,792,0.4008,0.5215,diverged=0;success=0.00
6af2081,A4:unit0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.689,783,,792,792,0.5395,0.4944,diverged=0;success=0.00
6af2081,A4:unit0.4,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=8;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.745,788,,792,792,0.5364,0.5428,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=96;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,1.095,814,,9504,9504,0.2204,0.4388,diverged=0;success=0.00
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.705,788,,1584,1584,0.06292,0.2848,diverged=0;success=0.47
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.723,790,,1584,1584,0.06414,0.2446,diverged=0;success=0.62
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.715,792,,1584,1584,0.06009,0.2731,diverged=0;success=0.47
6af2081,A4:relclip1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,arm64 cpu,float32,0.644,795,,1584,1584,0.05872,0.2248,diverged=0;success=0.65
6af2081,A4:baseline,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.691,764,,1584,1584,0.04691,0.2980,diverged=0;success=0.47
6af2081,A4:clip0.1,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.669,574,,1584,1584,0.2135,0.5289,diverged=0;success=0.20
6af2081,A4:clip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.710,796,,1584,1584,0.04558,0.2452,diverged=0;success=0.55
6af2081,A4:qclip0.5,synthetic_2D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,arm64 cpu,float32,0.861,789,,1584,1584,0.04853,0.2313,diverged=0;success=0.78
