setting,bucket,rule,k,n_diff,cos_x_med,cos_x_p10,sign_agree,cos_y_med,cos_y_p10,cos_y_std,cos_x_std,rel_norm_med,rel_norm_std,pass
nuis8,late,uniform,64,64.0,1.0,-1.0,0.5583333333333333,0.5770757584394952,-0.032278347502349834,0.30399388323227566,0.9971805512905121,5.49337100982666,4.944262703259786,False
nuis8,late,importance,8,7.783333333333334,-1.0,-1.0,0.4666666666666666,0.26931021634223856,-0.29583317825572697,0.31804682314395905,1.0033162236213684,15.125706672668457,16.266083081563313,False
nuis8,late,importance,16,15.058333333333332,-1.0,-1.0,0.4916666666666667,0.3707460269416435,-0.1920759354075551,0.33445295691490173,0.9769522349039713,13.580822944641113,13.604955077171326,False
nuis8,late,importance,32,28.358333333333334,1.0,-1.0,0.5166666666666667,0.4352509055941554,-0.09116289000313697,0.31143327554066974,0.9978002607822418,9.473579406738281,8.60345721244812,False
nuis8,late,importance,64,50.175000000000004,1.0,-1.0,0.5583333333333333,0.5282115377460727,-0.01243457065364454,0.28350795060396194,0.9822979966799418,6.064695835113525,6.034011761347453,False
nuis8,late,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter_mean2,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter_mean2,16,15.991666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter_mean2,32,30.96666666666667,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,late,kcenter_mean2,64,57.925000000000004,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,0.0,0.0,1.0192178952668959e-08,True
nuis8,all,uniform,8,8.0,1.0,-1.0,0.5409090909090909,0.25464031037565665,-0.36453923877897687,0.3845977410674095,0.9794328294017098,22.98357582092285,24.160115117376503,False
nuis8,all,uniform,16,16.0,1.0,-1.0,0.5659090909090909,0.3812699082718989,-0.20725291022442047,0.3669544559988109,0.9977350966496901,9.999520301818848,16.026142477989197,False
nuis8,all,uniform,32,32.0,1.0,-1.0,0.5772727272727273,0.4867161276483012,-0.10168588444804202,0.3493041071024808,0.9751809727061879,8.88945198059082,10.811196012930436,False
nuis8,all,uniform,64,64.0,1.0,-1.0,0.5931818181818183,0.6840962185412328,0.0810965267112485,0.3001627817072652,0.9287584369832819,4.924992561340332,6.977930448272011,False
nuis8,all,importance,8,7.756818181818182,1.0,-1.0,0.5840909090909091,0.26931021634223856,-0.29583317825572697,0.36313957991925155,0.9633644439957358,14.79809284210205,26.25436636534604,False
nuis8,all,importance,16,15.106818181818182,1.0,-1.0,0.5636363636363636,0.3499514704771348,-0.21216096347245134,0.36509559100324457,0.9776800789616324,12.597712516784668,18.115123163570058,False
nuis8,all,importance,32,28.313636363636363,1.0,-1.0,0.5454545454545454,0.4678118400552987,-0.06783773948866259,0.3356639397415248,0.9473009651357477,9.473579406738281,13.574267425320365,False
nuis8,all,importance,64,49.99090909090909,1.0,-1.0,0.5772727272727273,0.5579989851352244,0.009881490558133841,0.3151890134269541,0.9626158692620017,6.908638000488281,9.585493098605763,False
nuis8,all,kcenter,8,8.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter,16,16.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter,32,32.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter,64,64.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter_mean2,8,7.965909090909091,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter_mean2,16,15.840909090909092,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter_mean2,32,31.09090909090909,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
nuis8,all,kcenter_mean2,64,57.26136363636363,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,5.960464477539063e-08,1.389842584454858e-08,True
