commit,candidate,task,target,seed,config,hardware,dtype,wall_s,peak_mem_mb,score_calls,cond_calls,cond_samples,opt_loss,eval_metric,status,source
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1885,327.7,99,99,792,0.207368,0.218241,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1890,327.7,99,99,792,0.521971,0.313594,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1878,327.7,99,99,792,0.0106616,0.0435953,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1874,327.7,99,99,792,0.797691,0.180791,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1873,327.7,99,99,792,1.16022,1.09631,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2148,339.5,99,99,3168,0.0680287,0.231292,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2158,339.5,99,99,3168,0.0568442,0.255353,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2150,339.5,99,99,3168,0.0531626,0.261609,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2134,339.5,99,99,3168,0.180593,0.345869,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2200,339.5,99,99,3168,0.157616,0.138454,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1887,326.7,99,99,792,0.178999,0.0772716,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1895,326.7,99,99,792,0.522077,0.326587,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1882,326.7,99,99,792,0.278716,0.786037,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1895,326.7,99,99,792,0.52388,0.782902,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1882,326.7,99,99,792,0.0123127,0.206962,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2140,331.0,99,99,3168,0.0678937,0.314299,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2137,331.0,99,99,3168,0.0563805,0.251548,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2157,331.0,99,99,3168,0.0682838,0.432885,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2274,331.0,99,99,3168,0.174601,0.409104,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2184,331.0,99,99,3168,0.156382,0.155002,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5172,351.8,99,297,2376,0.153884,0.077284,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5136,351.8,99,297,2376,0.521332,0.218445,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5100,351.8,99,297,2376,1.31881,0.818923,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5155,351.8,99,297,2376,0.597037,0.0526995,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5101,351.8,99,297,2376,0.0210161,0.0304021,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5951,351.8,99,297,9504,0.0676305,0.187237,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5865,351.8,99,297,9504,0.0544765,0.23573,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6014,351.8,99,297,9504,0.0539055,0.277087,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5877,351.8,99,297,9504,0.191254,0.236147,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_2D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5887,351.8,99,297,9504,0.149553,0.250351,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1823,330.6,99,99,792,0.358924,0.410769,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1827,330.6,99,99,792,0.293794,1.08664,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1837,330.6,99,99,792,1.36631,1.07845,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1846,330.6,99,99,792,0.295959,0.39941,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1831,330.6,99,99,792,0.469949,1.07708,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2103,327.4,99,99,3168,0.291407,0.412339,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2117,327.4,99,99,3168,0.148823,0.418124,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2125,327.4,99,99,3168,0.317219,0.471002,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2119,327.4,99,99,3168,0.214296,0.417196,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2126,327.4,99,99,3168,0.227454,0.442372,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1849,322.1,99,99,792,0.356625,0.395735,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1849,322.1,99,99,792,0.48089,0.568048,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1857,322.1,99,99,792,0.271077,0.383689,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1859,322.1,99,99,792,0.315905,0.398877,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1851,322.1,99,99,792,0.150701,0.411669,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2160,330.3,99,99,3168,0.243112,0.404967,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2157,330.3,99,99,3168,0.150327,0.28145,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2177,330.3,99,99,3168,0.377792,0.621853,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2164,330.3,99,99,3168,0.267791,0.420306,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2170,330.3,99,99,3168,0.298748,0.45395,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5022,343.6,99,297,2376,0.299575,0.399067,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.4992,343.6,99,297,2376,0.345305,0.411899,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5005,343.6,99,297,2376,0.287902,0.443533,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5049,343.6,99,297,2376,0.321863,0.419222,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5080,343.6,99,297,2376,0.513828,0.413488,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5910,366.7,99,297,9504,0.256961,0.429082,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6175,366.7,99,297,9504,0.185202,0.425124,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6205,366.7,99,297,9504,0.268714,0.421842,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6035,366.7,99,297,9504,0.234411,0.422812,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_5D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6062,366.7,99,297,9504,0.207584,0.426795,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1832,332.9,99,99,792,0.3381,0.52712,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1831,332.9,99,99,792,0.550111,0.580875,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1834,332.9,99,99,792,0.34122,0.45029,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1823,332.9,99,99,792,0.483307,0.536031,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1838,332.9,99,99,792,0.658086,0.729964,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2200,347.9,99,99,3168,0.0532649,0.596661,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2135,347.9,99,99,3168,0.102875,0.57142,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2157,347.9,99,99,3168,0.0361669,0.402591,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2153,347.9,99,99,3168,0.152959,0.443178,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=no_lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2156,347.9,99,99,3168,0.0183334,0.534338,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1865,326.7,99,99,792,0.244326,0.558354,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1870,326.7,99,99,792,0.183989,0.909762,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1848,326.7,99,99,792,0.184942,0.92077,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1881,326.7,99,99,792,0.125411,0.504601,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.1861,326.7,99,99,792,0.310521,0.681767,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2159,329.9,99,99,3168,0.0310166,0.764882,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2159,329.9,99,99,3168,0.0435045,0.398532,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2144,329.9,99,99,3168,0.0965414,0.728917,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2160,329.9,99,99,3168,0.267521,0.437775,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=no_lgd;temporal=adam;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.2162,329.9,99,99,3168,0.163674,0.359319,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5004,356.3,99,297,2376,0.296223,0.416402,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5520,356.3,99,297,2376,0.256803,0.322823,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.4972,356.3,99,297,2376,0.0552931,0.441322,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5453,356.3,99,297,2376,0.102907,0.438173,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=8;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.4934,356.3,99,297,2376,0.186023,0.39919,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,0,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5937,359.0,99,297,9504,0.0509479,0.450571,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,1,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5941,359.0,99,297,9504,0.0524266,0.293372,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,2,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6020,359.0,99,297,9504,0.0965016,0.460618,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,3,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.6857,359.0,99,297,9504,0.102263,0.411692,ok,profiling/baseline_rows.csv
6af2081,baseline,synthetic_10D,S_G250_seed987654,4,spatial=lgd;temporal=none;n=32;schedule=constant;rho=0.4;T=100;ts=PAPER_TS,arm64-cpu-4thr,float32,0.5937,359.0,99,297,9504,0.0579021,0.420375,ok,profiling/baseline_rows.csv
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.710,778,,1584,1584,0.2615,0.5700,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.750,777,,1584,1584,0.2618,0.6758,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.704,779,,1584,1584,0.2884,0.6445,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:relclip1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/adam/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.860,797,,1584,1584,0.2754,0.6170,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:baseline,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.770,757,,1584,1584,0.3406,0.5240,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:clip0.1,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.705,784,,1584,1584,0.4167,0.4789,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:clip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.743,767,,1584,1584,0.3211,0.5321,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:qclip0.5,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.741,780,,1584,1584,0.2986,0.5121,diverged=0;success=0.00,estimator/screening_rows.csv
6af2081,A4:qclip0.75,synthetic_10D,S_G_250_seed987654,restarts_0..39,n=16;no_lgd/none/rng=tape/restarts=40@0,"x86_64 cluster cpu (glacier, 2thr; relabelled from 'arm64 cpu' = report host, VERIFICATION red flag 5)",float32,0.742,778,,1584,1584,0.2854,0.5382,diverged=0;success=0.00,estimator/screening_rows.csv
